"entity_id","type","value"
"322","sports_club_coed","Golf"
"477","sports_club_coed","Golf"
"001","sports_club_boys","Cheer/Drill"
"001","sports_uil_boys","Cheer/Drill"
"001","sports_club_girls","Cheer/Drill"
"001","sports_uil_girls","Cheer/Drill"
"002","sports_club_boys","Cheer/Drill"
"002","sports_uil_boys","Cheer/Drill"
"002","sports_club_girls","Cheer/Drill"
"002","sports_uil_girls","Cheer/Drill"
"003","sports_uil_boys","Cheer/Drill"
"003","sports_uil_girls","Cheer/Drill"
"004","sports_uil_boys","Cheer/Drill"
"004","sports_uil_girls","Cheer/Drill"
"006","sports_club_boys","Cheer/Drill"
"006","sports_club_girls","Cheer/Drill"
"007","sports_uil_boys","Cheer/Drill"
"007","sports_uil_girls","Cheer/Drill"
"008","sports_uil_boys","Cheer/Drill"
"008","sports_uil_girls","Cheer/Drill"
"009","sports_club_boys","Cheer/Drill"
"009","sports_uil_boys","Cheer/Drill"
"009","sports_club_girls","Cheer/Drill"
"009","sports_uil_girls","Cheer/Drill"
"010","sports_uil_boys","Cheer/Drill"
"010","sports_uil_girls","Cheer/Drill"
"011","sports_uil_boys","Cheer/Drill"
"011","sports_uil_girls","Cheer/Drill"
"012","sports_uil_boys","Cheer/Drill"
"012","sports_uil_girls","Cheer/Drill"
"014","sports_uil_boys","Cheer/Drill"
"014","sports_uil_girls","Cheer/Drill"
"015","sports_uil_boys","Cheer/Drill"
"015","sports_uil_girls","Cheer/Drill"
"016","sports_uil_boys","Cheer/Drill"
"016","sports_uil_girls","Cheer/Drill"
"017","sports_uil_boys","Cheer/Drill"
"017","sports_uil_girls","Cheer/Drill"
"018","sports_uil_boys","Cheer/Drill"
"018","sports_uil_girls","Cheer/Drill"
"019","sports_uil_boys","Cheer/Drill"
"019","sports_uil_girls","Cheer/Drill"
"020","sports_uil_boys","Cheer/Drill"
"020","sports_uil_girls","Cheer/Drill"
"023","sports_uil_boys","Cheer/Drill"
"023","sports_uil_girls","Cheer/Drill"
"024","sports_uil_boys","Cheer/Drill"
"024","sports_uil_girls","Cheer/Drill"
"026","sports_club_boys","Cheer/Drill"
"027","sports_uil_boys","Cheer/Drill"
"027","sports_uil_girls","Cheer/Drill"
"034","sports_club_boys","Cheer/Drill"
"034","sports_club_girls","Cheer/Drill"
"034","sports_club_coed","Cheer/Drill"
"036","sports_uil_boys","Cheer/Drill"
"036","sports_uil_girls","Cheer/Drill"
"039","sports_uil_boys","Cheer/Drill"
"039","sports_uil_girls","Cheer/Drill"
"041","sports_uil_boys","Cheer/Drill"
"041","sports_uil_girls","Cheer/Drill"
"042","sports_uil_boys","Cheer/Drill"
"042","sports_uil_coed","Cheer/Drill"
"043","sports_uil_boys","Cheer/Drill"
"043","sports_uil_girls","Cheer/Drill"
"044","sports_uil_boys","Cheer/Drill"
"045","sports_club_boys","Cheer/Drill"
"045","sports_uil_boys","Cheer/Drill"
"045","sports_uil_girls","Cheer/Drill"
"046","sports_uil_boys","Cheer/Drill"
"046","sports_uil_girls","Cheer/Drill"
"047","sports_club_boys","Cheer/Drill"
"047","sports_uil_boys","Cheer/Drill"
"048","sports_uil_boys","Cheer/Drill"
"048","sports_uil_girls","Cheer/Drill"
"049","sports_uil_boys","Cheer/Drill"
"049","sports_uil_girls","Cheer/Drill"
"050","sports_club_boys","Cheer/Drill"
"050","sports_club_girls","Cheer/Drill"
"051","sports_uil_boys","Cheer/Drill"
"051","sports_uil_girls","Cheer/Drill"
"052","sports_club_boys","Cheer/Drill"
"052","sports_club_girls","Cheer/Drill"
"053","sports_club_boys","Cheer/Drill"
"053","sports_uil_boys","Cheer/Drill"
"053","sports_club_girls","Cheer/Drill"
"053","sports_uil_girls","Cheer/Drill"
"054","sports_club_boys","Cheer/Drill"
"054","sports_uil_boys","Cheer/Drill"
"054","sports_uil_girls","Cheer/Drill"
"055","sports_uil_boys","Cheer/Drill"
"055","sports_uil_girls","Cheer/Drill"
"056","sports_uil_boys","Cheer/Drill"
"056","sports_uil_girls","Cheer/Drill"
"057","sports_uil_boys","Cheer/Drill"
"057","sports_uil_girls","Cheer/Drill"
"059","sports_uil_boys","Cheer/Drill"
"059","sports_uil_girls","Cheer/Drill"
"060","sports_uil_boys","Cheer/Drill"
"060","sports_uil_girls","Cheer/Drill"
"061","sports_uil_boys","Cheer/Drill"
"061","sports_uil_girls","Cheer/Drill"
"062","sports_uil_boys","Cheer/Drill"
"062","sports_uil_girls","Cheer/Drill"
"064","sports_uil_boys","Cheer/Drill"
"064","sports_uil_girls","Cheer/Drill"
"068","sports_uil_boys","Cheer/Drill"
"068","sports_uil_girls","Cheer/Drill"
"072","sports_uil_boys","Cheer/Drill"
"072","sports_uil_girls","Cheer/Drill"
"075","sports_uil_boys","Cheer/Drill"
"075","sports_uil_girls","Cheer/Drill"
"077","sports_uil_boys","Cheer/Drill"
"078","sports_uil_boys","Cheer/Drill"
"078","sports_uil_girls","Cheer/Drill"
"079","sports_club_boys","Cheer/Drill"
"079","sports_uil_boys","Cheer/Drill"
"079","sports_club_girls","Cheer/Drill"
"079","sports_uil_girls","Cheer/Drill"
"080","sports_uil_boys","Cheer/Drill"
"080","sports_uil_girls","Cheer/Drill"
"081","sports_uil_boys","Cheer/Drill"
"081","sports_uil_girls","Cheer/Drill"
"082","sports_uil_boys","Cheer/Drill"
"082","sports_uil_girls","Cheer/Drill"
"098","sports_uil_boys","Cheer/Drill"
"098","sports_uil_girls","Cheer/Drill"
"099","sports_uil_boys","Cheer/Drill"
"099","sports_uil_girls","Cheer/Drill"
"102","sports_club_coed","Cheer/Drill"
"105","sports_club_coed","Cheer/Drill"
"109","sports_club_coed","Cheer/Drill"
"112","sports_club_coed","Cheer/Drill"
"113","sports_club_coed","Cheer/Drill"
"124","sports_club_boys","Cheer/Drill"
"124","sports_club_girls","Cheer/Drill"
"128","sports_club_coed","Cheer/Drill"
"132","sports_club_boys","Cheer/Drill"
"132","sports_club_girls","Cheer/Drill"
"133","sports_club_coed","Cheer/Drill"
"136","sports_club_boys","Cheer/Drill"
"136","sports_uil_boys","Cheer/Drill"
"136","sports_club_coed","Cheer/Drill"
"136","sports_uil_coed","Cheer/Drill"
"138","sports_club_boys","Cheer/Drill"
"138","sports_club_girls","Cheer/Drill"
"140","sports_club_coed","Cheer/Drill"
"147","sports_club_boys","Cheer/Drill"
"147","sports_club_girls","Cheer/Drill"
"147","sports_club_coed","Cheer/Drill"
"151","sports_club_coed","Cheer/Drill"
"153","sports_club_boys","Cheer/Drill"
"153","sports_club_girls","Cheer/Drill"
"158","sports_club_coed","Cheer/Drill"
"159","sports_club_boys","Cheer/Drill"
"159","sports_club_girls","Cheer/Drill"
"159","sports_club_coed","Cheer/Drill"
"162","sports_club_boys","Cheer/Drill"
"162","sports_club_girls","Cheer/Drill"
"163","sports_club_boys","Cheer/Drill"
"166","sports_club_boys","Cheer/Drill"
"166","sports_club_girls","Cheer/Drill"
"169","sports_club_coed","Cheer/Drill"
"170","sports_club_coed","Cheer/Drill"
"175","sports_club_coed","Cheer/Drill"
"182","sports_club_coed","Cheer/Drill"
"187","sports_club_coed","Cheer/Drill"
"188","sports_club_coed","Cheer/Drill"
"192","sports_club_boys","Cheer/Drill"
"192","sports_club_girls","Cheer/Drill"
"195","sports_club_boys","Cheer/Drill"
"196","sports_club_coed","Cheer/Drill"
"198","sports_club_coed","Cheer/Drill"
"212","sports_club_boys","Cheer/Drill"
"212","sports_club_girls","Cheer/Drill"
"212","sports_club_coed","Cheer/Drill"
"215","sports_club_boys","Cheer/Drill"
"215","sports_club_girls","Cheer/Drill"
"215","sports_club_coed","Cheer/Drill"
"217","sports_club_boys","Cheer/Drill"
"217","sports_club_girls","Cheer/Drill"
"218","sports_uil_boys","Cheer/Drill"
"218","sports_uil_girls","Cheer/Drill"
"219","sports_club_coed","Cheer/Drill"
"225","sports_club_coed","Cheer/Drill"
"227","sports_club_boys","Cheer/Drill"
"227","sports_club_girls","Cheer/Drill"
"231","sports_club_coed","Cheer/Drill"
"234","sports_club_boys","Cheer/Drill"
"234","sports_club_girls","Cheer/Drill"
"240","sports_club_coed","Cheer/Drill"
